property_id,property_name,host_id,neighbourhood_group,room_type,price,min_nights
27918287,Große Wohnung im Teutoburger Kiez,149674094,Pankow,Private room,40,1
27918761,Central Loft with terrasse directly at the Spree,20002437,Mitte,Entire home/apt,180,5
27919158,"Cozy, Central, Cheap/Gemütliche Unterkunft!",42655616,Mitte,Private room,25,2
27919462,"Cozy simple mezzanine room in Charlottenburg,MESSE",638100,Charlottenburg-Wilm.,Private room,26,1
27919478,Centrally located Penthouse with sunny terrace,5933981,Mitte,Entire home/apt,90,3
27919679,"135 sqm Kreuzberg Duplex Penthouse, 2 Terraces",4656310,Friedrichshain-Kreuzberg,Entire home/apt,200,4
27920262,Central Sunny Modern Apartmet Potsdamer Platz,6496447,Friedrichshain-Kreuzberg,Entire home/apt,80,4
27920752,Berlin Metropolitan Apartment,54026785,Mitte,Entire home/apt,130,180
27922928,Room for 2 *quiet area *good public transportation,166142538,Steglitz - Zehlendorf,Private room,30,3
27923874,"Schönes Zimmer im Bergmannkiez, 2 Katzen !",61670258,Friedrichshain-Kreuzberg,Private room,80,1
27924320,Trendy apartment in hipster neighborhood,210932257,Friedrichshain-Kreuzberg,Entire home/apt,90,2
27925001,Room for 2 *quiet area *good public transportation,166142538,Steglitz - Zehlendorf,Private room,30,3
27925029,Traumhaftes Zimmer in Altbauwohnung,210934216,Tempelhof - Schöneberg,Private room,30,2
27926145,Appartment Heart of Berlin-Mitte,179857269,Mitte,Entire home/apt,55,5
27926582,Furnished Two-Room Apartment,176816073,Tempelhof - Schöneberg,Entire home/apt,35,152
27927073,Gorgeous room with terrace in Prenzlberg,16722168,Pankow,Private room,48,2
27929921,Berlin Wohnung,210974357,Reinickendorf,Private room,40,2
27930553,"Cosy room in Berlin shared flat, Aug 22-Sept 1",113002383,Mitte,Private room,30,5
27943093,Cosy Room in Kreuzberg/Wrangelkiez,58383764,Friedrichshain-Kreuzberg,Private room,45,2
27945114,Charming apartment with a private garden in center,189671234,Charlottenburg-Wilm.,Entire home/apt,80,10
27946368,Privatzimmer in bester Berliner LageCit West,211088699,Mitte,Private room,53,2
27946772,"schönes Zimmer in Kottbusser Damm 7, 10967 Berlin",211096430,Friedrichshain-Kreuzberg,Shared room,30,1
27947003,Private Room in newly renovated 2 rooms apartment!,42192385,Tempelhof - Schöneberg,Private room,45,4
27948014,EasyGoing KultTempel in Tempelhof,209785255,Tempelhof - Schöneberg,Private room,32,1
27949645,"Beautiful, leafy, book-filled Berlin apartment.",22118767,Mitte,Entire home/apt,68,7
27950986,Rose Room in Creative Friedrichshain Flat,5409414,Friedrichshain-Kreuzberg,Private room,45,1
27951855,The Jewel of Berlin - Luxury Loft Prenzlauer Berg,30594805,Pankow,Entire home/apt,69,2
27955480,Clean&Coyz Home-Best location in town.,12193032,Friedrichshain-Kreuzberg,Entire home/apt,70,4
27955603,Bright penthouse with a big terrace,23042311,Mitte,Entire home/apt,145,4
27955664,Grande chambre lumineuse - Neukölln,211143338,Neukölln,Private room,45,1
27958691,cozy room next to Maybachufer-kreuzberg neukölln,45465758,Neukölln,Private room,34,2
27958776,Bright and artsy apartment for couples.,211180037,Mitte,Entire home/apt,50,2
27967165,Nice room in modern spacious apartment,45261377,Friedrichshain-Kreuzberg,Private room,49,2
27967220,45m2 großes ruhiges Zimmer in Erwachsenen-WG,7866520,Friedrichshain-Kreuzberg,Private room,60,1
27969275,Cosy Room in heart of Kreuzberg,211258095,Friedrichshain-Kreuzberg,Private room,28,10
27970474,Bright comfy room in a flat in central Berlin,94849507,Mitte,Private room,50,2
27970799,1 Bedroom in Beautiful Prenzlauer Berg Apartment,13282776,Pankow,Private room,40,3
27972392,"Central, Bright & Comfy 2-Room Flat, Balcony",211171889,Friedrichshain-Kreuzberg,Entire home/apt,130,3
27972679,Whole apartment in Mitte with high ceiling,14826446,Mitte,Entire home/apt,70,4
27972882,"Big, bright room with balcony, close to F'hain",95741474,Lichtenberg,Private room,29,2
27973794,Berlin in Schöneweide,210124695,Treptow - Köpenick,Private room,30,2
27974799,Quiet Apartment in nice neighbourhood,19025046,Tempelhof - Schöneberg,Private room,29,4
27976800,cosy flat in Berlin Neukölln. families welcome!,16073185,Neukölln,Entire home/apt,85,4
27976971,"Zentral, hell in Mitte mit zwei Balkonen",211054585,Mitte,Entire home/apt,100,1
27977593,"Cosy, freshly renovated room in Schöneberg",34884174,Tempelhof - Schöneberg,Private room,30,2
27978658,Großes Altbauzimmer mit Balkon,90406242,Mitte,Private room,25,1
27979716,"Beautiful, 2 Bedroom, Altbau, Flat in Berlin-Mitte",211319488,Mitte,Entire home/apt,250,7
27980230,Ligh - flooded Room in a Berliner Altbau Apartment,3562316,Tempelhof - Schöneberg,Private room,32,4
27983201,Big cosy room in the heart of Neukölln,13879359,Neukölln,Private room,35,9
27986547,Bright & Luxury room in a modern flat,55536182,Mitte,Private room,75,1
27994447,Cosy room to relax and rest,2485622,Neukölln,Private room,23,14
27995143,Cosy Flat in the Heart of Berlin,33041893,Pankow,Entire home/apt,70,5
27995399,"Cozy room in typical Altbau, in Hip Neukölln Area",137534455,Neukölln,Private room,44,2
27995588,Wunderschönes WG-Zimmer mitten im Kiez,10882009,Friedrichshain-Kreuzberg,Private room,45,1
27996159,Studio Apartment in Berlin Mitte,73500803,Mitte,Entire home/apt,75,1
27996551,Small room + private bathroom in Sonnenallee,88084016,Neukölln,Private room,21,1
27997640,Berlin Mitte - Apartment M+ - 35m²,211456976,Mitte,Entire home/apt,666,1
27997680,Berlin Mehrparteienhaus,16698564,Mitte,Private room,19,1
27998225,Beautiful Large Room in an Altbau in Mitte,211319488,Mitte,Private room,70,3
27999779,Bright serviced loft with rooftop pool & terrace,211472063,Mitte,Entire home/apt,55,30
28000148,Apartment in Richardkiez,40794214,Neukölln,Entire home/apt,50,8
28000630,Serviced industrial loft w. rooftop pool & garden,211478275,Mitte,Entire home/apt,60,30
28002427,Spacious Room with private Balcony to Tiergarten,21146242,Mitte,Private room,35,1
28002624,Cosy room in an nice apartment in Berlin!,210712144,Charlottenburg-Wilm.,Private room,54,2
28003003,studio appartment schloßstraße city west free wifi,151410372,Steglitz - Zehlendorf,Entire home/apt,60,2
28003423,Minimalistische Höhle im Scharnweber Kiez,15704109,Friedrichshain-Kreuzberg,Entire home/apt,50,2
28003596,Double/Twin Room POTSDAMER PLATZ-MITTE/KREUZBERG-1,54942921,Friedrichshain-Kreuzberg,Private room,58,1
28003633,Room in shared flat in Berlin (central),126213505,Mitte,Private room,35,3
28003789,"Privat Room in neukölln ,zentrum",211356294,Neukölln,Private room,15,2
28004298,TRIPLE/QUADRUPLE ROOM NEAR BRANDENBURG GATE-2,54942921,Mitte,Private room,98,1
28004334,Hotel Amano Home,211505567,Mitte,Private room,249,1
28005302,36QM DESIGN APARTMENT IN CENTRAL BERLIN,6536070,Mitte,Entire home/apt,40,1
28007531,"Berlin, im Grünen , 20 min. Zum Zentrum",91960715,Lichtenberg,Private room,45,1
28008519,Wohlfühloase inmitten  Berlin's,106829587,Steglitz - Zehlendorf,Entire home/apt,56,7
28008727,Beautiful Room with Balcony in Friedrichshain,211541011,Friedrichshain-Kreuzberg,Private room,49,1
28009243,Nice and quiet apartment in Lichtenberg,64168013,Lichtenberg,Private room,35,10
28016207,Whg im Graefekiez (Kreuzberg),61340644,Friedrichshain-Kreuzberg,Entire home/apt,49,30
28016965,Zimmer in wunderschöner riesige Altbauwohnung,25729632,Neukölln,Private room,45,1
28018592,Beautiful flat Alexanderplatz,211626214,Mitte,Entire home/apt,70,2
28019117,Flat with good connection near the center,199086183,Lichtenberg,Entire home/apt,60,1
28020281,Very nice flat Berlin Mitte,211637326,Mitte,Entire home/apt,70,2
28020413,cosy sunny studio in the center of neukölln,163590603,Neukölln,Entire home/apt,70,4
28020670,Charmant und zentral in Steglitz,138339132,Steglitz - Zehlendorf,Private room,199,2
28021629,My Pretty apartment,31391167,Mitte,Private room,77,1
28021695,Downtownflat Berlin Mitte,211648866,Mitte,Entire home/apt,60,2
28021710,Cosy and bright room in awesome Friedrichshain,211645781,Friedrichshain-Kreuzberg,Private room,50,2
28021802,BERLIN CENTER HUGE FLAT,211641945,Mitte,Entire home/apt,110,3
28023507,Top Flat downtown Berlin Mitte,211663280,Mitte,Entire home/apt,60,2
28025695,Balcony Apartment / Deluxe Private Bathroom / Sun,116179144,Mitte,Private room,79,7
28027145,quiet place close to Friedrichshain / PBerg,211504778,Lichtenberg,Private room,65,2
28027369,Wowi's Palace,211696349,Tempelhof - Schöneberg,Entire home/apt,39,2
28028167,"Cosy room, lovely flat, massive balcony!!",1151284,Pankow,Private room,40,2
28036885,Top city flat Alexanderplatz,211781650,Mitte,Entire home/apt,60,2
28037428,"Modern-furnished, Central, Family apartment",106525996,Mitte,Entire home/apt,120,3
28039102,NICE ROOM IN ZEHLENDORF // NO PARTY PEOPLE!,1133609,Steglitz - Zehlendorf,Private room,40,2
28039295,Bright and spacious rooftop Prenzlauer Berg,76095421,Pankow,Entire home/apt,90,2
28041012,"Peaceful room in a quiet place, near from Airport",90198443,Reinickendorf,Private room,25,1
28042326,Modern Apartment in Berlin Mitte,210764785,Mitte,Entire home/apt,130,2
28042460,NICE ROOM IN ZEHLENDORF // NO PARTY PEOPLE!,1133609,Steglitz - Zehlendorf,Private room,40,1
28042735,PiG's Home,116937339,Tempelhof - Schöneberg,Private room,35,2
28044368,Stunning apartment  in West-Berlin,1802005,Charlottenburg-Wilm.,Entire home/apt,150,1
28044763,Big & sunny room in the best Berlin district!,19742325,Pankow,Private room,45,6
28046758,Cozy room in a typical Berlin apartment,5458455,Neukölln,Private room,50,1
28047231,Nice and bright room in the heart of Kreuzberg,48288988,Friedrichshain-Kreuzberg,Private room,47,3
28049315,Stylish private room in Friedrichshain,106267930,Lichtenberg,Private room,50,1
28050670,Am Friedrichshain Park..,24831268,Pankow,Entire home/apt,42,3
28051432,Berlin Apartment,99484086,Mitte,Private room,25,3
28053690,Perfect base for two in Nord-Neukölln,4570110,Neukölln,Entire home/apt,63,2
28059062,Gemütliches Studio in Berlin Charlottenburg,60889727,Charlottenburg-Wilm.,Entire home/apt,45,3
28060625,Apartment Close West Berlin,211904514,Tempelhof - Schöneberg,Entire home/apt,49,2
28061799,Cozy guest home,163404075,Mitte,Private room,14,4
28063284,Traumhaftes City Apartment inkl. Reinigung!,2254638,Tempelhof - Schöneberg,Entire home/apt,53,180
28063908,Cozy studio in central location,211999248,Pankow,Entire home/apt,80,3
28064699,Sai Gon - Privatraum in einer Ferienwohnung,202779274,Lichtenberg,Private room,40,1
28065361,Ruhiges und gemütliches Zimmer im Zentrum Berlins,212008272,Mitte,Private room,40,3
28066374,Berlin Mitte - Apartment L - 45m²,211456976,Mitte,Entire home/apt,888,1
28066553,Privates Appartment 5 min Ostkreuz Boxagener Kietz,4866157,Lichtenberg,Entire home/apt,48,1
28068790,Cozy Nest in the Heart of Friedrichhsain,96264564,Friedrichshain-Kreuzberg,Entire home/apt,42,60
28069259,Large room in top location (5-10min to Zoo),212034529,Charlottenburg-Wilm.,Private room,49,3
28069928,Schönes Zimmer mit Parkett,46659004,Mitte,Private room,23,2
28071267,Berlin Mitte - Apartment XL - spacious 60m²,211456976,Mitte,Entire home/apt,888,1
28071741,Gemütliches Zimmer direkt am Landwehrkanal,39740677,Friedrichshain-Kreuzberg,Private room,50,1
28071911,Berlin Mitte - Apartment XL+ - 86m² roof terrace,211456976,Mitte,Entire home/apt,888,1
28071927,Private Guest Room in the Heart of Berlin,179857269,Mitte,Private room,65,2
28072423,Private Room in centrally located bright apt,20422988,Mitte,Private room,120,5
28072844,"Ku’damm, Beste Lage! groß, chic und ruhig",87422810,Charlottenburg-Wilm.,Entire home/apt,65,1
28072957,Cozy private room in center of Friedrichshain,21434901,Friedrichshain-Kreuzberg,Private room,30,2
28072971,Nettes Zimmer am Kanal,211987999,Neukölln,Private room,55,1
28076146,"Sonnige Wohnung, 15 Min zum Alexanderplatz",44145774,Reinickendorf,Entire home/apt,30,1
28079580,Room with balcony for two peoole,86873653,Lichtenberg,Private room,30,1
28086407,Beautiful apartment in popular Neukölln district,10108425,Neukölln,Entire home/apt,75,2
28086745,Amazonas Loft,58319276,Tempelhof - Schöneberg,Entire home/apt,80,3
28087115,Room in awesome 4 ppl shared flat,66481222,Treptow - Köpenick,Private room,18,1
28087551,Spacious and super central apartment,212179556,Charlottenburg-Wilm.,Entire home/apt,120,2
28089647,"Bright, spacious, great area & balcony",23211817,Friedrichshain-Kreuzberg,Private room,45,3
28090187,"Quiet shared Apartment in Friedrichshain, Berlin",212193161,Friedrichshain-Kreuzberg,Private room,40,15
28091333,Lovely nights in a cosy place direct on the canal,130403106,Friedrichshain-Kreuzberg,Private room,80,2
28093270,supprisingly diffrent ~ Ku'damm Charlottenburg,212197766,Charlottenburg-Wilm.,Private room,108,1
28093659,Bright & spacious roof top flat: Enjoy Berlin!,7843584,Pankow,Entire home/apt,109,1
28093732,Lovely apartment Mamma mia!,181742117,Pankow,Entire home/apt,35,3
28094238,"Right at the center of XBerg36,nonetheless relaxed",124216638,Friedrichshain-Kreuzberg,Entire home/apt,45,2
28094535,"charming, cozy, belle epoque ~ Charlottenburg",212197766,Charlottenburg-Wilm.,Private room,118,1
28094911,formidable ~ Charlottenburg central ~ Ku'damm,212197766,Charlottenburg-Wilm.,Private room,148,1
28095362,Berlin NOMADS longterm apartment,9887915,Mitte,Entire home/apt,160,90
28095414,Gemütliche  Altbauwohnung im Herz von Neukölln,33839324,Neukölln,Entire home/apt,49,3
28096173,Cozy central appartment - great view sunny balkony,31855622,Friedrichshain-Kreuzberg,Private room,50,2
28096244,Very Cozy and central 1 room Appartement,10599612,Tempelhof - Schöneberg,Entire home/apt,50,2
28096711,Cozy flat in Berlin Wedding - well connected,75879194,Mitte,Entire home/apt,38,3
28097588,Prime Kreuzberg location next to Görlitzer Park,470511,Friedrichshain-Kreuzberg,Private room,50,7
28098625,Großes Zimmer in Hip-Neukölln zu vermieten,141994959,Neukölln,Private room,22,7
28100335,Light room in the heart of Friedrichshain,14073882,Friedrichshain-Kreuzberg,Private room,49,5
28100611,Gemütliche Zweiraumwohnung (20 min zum Alex),211534650,Lichtenberg,Entire home/apt,45,2
28100829,Berlin City  DESIGN Apartement Balcony Tempelhof,212262937,Tempelhof - Schöneberg,Entire home/apt,45,1
28100991,"Berlin-Wedding, fun multi-culti neighborhood",15160550,Mitte,Private room,30,1
28102149,Superior Hotspot Central 2-Room Apartment,211863095,Friedrichshain-Kreuzberg,Entire home/apt,220,2
28104081,1-room apartment in nice Prenzlauer Berg,212293044,Pankow,Entire home/apt,45,3
28104187,Beautiful Room in an Unique Home,7956085,Neukölln,Private room,25,4
28106607,"Central, cozy and quite, terrace, only longterm",212311342,Friedrichshain-Kreuzberg,Entire home/apt,47,90
28106698,Spacious apartment in the Heart of West Berlin,14333519,Charlottenburg-Wilm.,Entire home/apt,47,2
28107631,Dogfriendly and comfortable flat next to Kanal!,205402991,Neukölln,Entire home/apt,55,2
28111084,Nice 25 sqm room (Moabit) 2km from Hauptbahnhof,50187014,Mitte,Private room,50,2
28112896,Beautiful apartment in Neukölln close to the canal,235351,Neukölln,Entire home/apt,100,7
28117561,Beautiful living on the Kreuzberg,5352418,Friedrichshain-Kreuzberg,Private room,45,2
28118883,"Beautiful, central located flat in Berlin-Mitte",25954669,Mitte,Entire home/apt,75,2
28119344,Cosy Home next to the Spree,205472118,Friedrichshain-Kreuzberg,Private room,28,2
28119349,CHECKPOINT CHARLIE FLAT,211641945,Friedrichshain-Kreuzberg,Entire home/apt,91,3
28119914,"Schönes Zimmer, sehr gute Anbindung",196520970,Pankow,Shared room,40,1
28124627,"Bright room in Neukölln, Körnerkiez",157031211,Neukölln,Private room,25,1
28125310,Cozy home in Berlin,29056130,Friedrichshain-Kreuzberg,Private room,26,1
28127361,1-room-apartment in lovely Friedrichshain,21252682,Friedrichshain-Kreuzberg,Entire home/apt,60,4
28128399,"Bright, spacious flat in Prenzlauer Berg",212465284,Pankow,Private room,50,2
28132016,zentrales gemütliches Zimmer,199269684,Charlottenburg-Wilm.,Private room,30,2
28132443,Berlin Apartment,101808093,Mitte,Entire home/apt,55,1
28141688,Beautiful Altbau Room in central Berlin,196203882,Tempelhof - Schöneberg,Private room,30,3
28142307,private room in zentrum,211356294,Neukölln,Private room,15,2
28143091,Modern. Central. Spacey. Homy.,57874657,Charlottenburg-Wilm.,Entire home/apt,89,3
28143565,Two cats and a bed,207881548,Friedrichshain-Kreuzberg,Private room,40,1
28144532,LONG STAY FOR EXPATS/STUDENTS- CITY CENTRE | K921,23904144,Mitte,Entire home/apt,75,30
28144739,Stylish duplex apartment in a listed building,212590330,Charlottenburg-Wilm.,Entire home/apt,90,2
28144871,"Super central, calm, bright, new designer flat",6815251,Charlottenburg-Wilm.,Entire home/apt,70,10
28145175,"central, calm, bright, new designer flat",6815251,Charlottenburg-Wilm.,Entire home/apt,75,14
28145495,Room with balcony near Hermannstraße,45467143,Neukölln,Private room,39,2
28145505,Ruhiges Zimmer in Berlin Friedrichshain,84673899,Friedrichshain-Kreuzberg,Private room,25,2
28146018,BerlinZentral,212597196,Mitte,Entire home/apt,55,3
28146242,some artist's room - right in the heart of Berlin!,59154041,Mitte,Private room,35,2
28150183,Cosy und quite Privatroom,212627224,Pankow,Private room,34,2
28152597,Kingsize bed in thrilling Neukölln,37252864,Neukölln,Private room,27,5
28152698,abstrakte Kunst Nähe Schlachtensee,1271213,Steglitz - Zehlendorf,Entire home/apt,56,62
28154563,"DG Zimmer/Attic room, 30 qm in Berlin-Lichterfelde",121814257,Steglitz - Zehlendorf,Private room,49,2
28155164,70qm old building - Prenzlauer Berg - 2.40 bed,1829298,Pankow,Entire home/apt,50,15
28155504,enjoy Berlin in our penthouse apartment,212667794,Mitte,Entire home/apt,43,2
28155728,Berlin Wohnung,212668998,Mitte,Private room,37,4
28156051,K,122978296,Pankow,Private room,20,1
28157828,Studio in Berlin for the perfect stay!,193068904,Lichtenberg,Entire home/apt,85,4
28168852,NOSTALGIA-beautyful apartment in heart of Berlin,1531988,Friedrichshain-Kreuzberg,Entire home/apt,80,1
28170112,little sweetness,157654611,Tempelhof - Schöneberg,Private room,22,3
28170986,Double room at Old Town Hostel,1435273,Pankow,Private room,60,4
28171534,"Charming apartment, bright and quiet, Lietzensee!",88933864,Charlottenburg-Wilm.,Entire home/apt,150,14
28171668,Sunny and stylish room with a balcony in Neukölln,212782483,Neukölln,Private room,35,3
28172235,Der Fuchsbau - gemütliche 1 Zimmerwohnung,29260617,Friedrichshain-Kreuzberg,Entire home/apt,60,2
28172467,_Arabesque_,180978150,Friedrichshain-Kreuzberg,Entire home/apt,150,1
28172907,Guest room in charming Wedding,8635714,Mitte,Private room,30,1
28173452,Central shared apartment close to public transport,13026303,Steglitz - Zehlendorf,Private room,50,3
28174586,"Kleines, gemütliches Zimmer in Mitte",212800776,Mitte,Private room,33,1
28174884,Room in a quite Area,212804272,Reinickendorf,Private room,40,2
28175546,Cozy room in best Friedrichshain-Kiez location,39644043,Friedrichshain-Kreuzberg,Private room,23,3
28175800,Room in warm-hearted flat in Neukölln / Rixdorf,9737828,Neukölln,Private room,25,32
28176468,Zimmer bis Ende des Jahres!,21129106,Friedrichshain-Kreuzberg,Private room,20,40
28177275,the place to be - Berlin Friedrichshain,45802478,Friedrichshain-Kreuzberg,Private room,35,1
28181505,"Wohnung in Berlin, nahe Kurfürstendamm",91606330,Charlottenburg-Wilm.,Shared room,120,2
28181580,Large room near Kottbusser Tor and Oranienplatz,24266044,Friedrichshain-Kreuzberg,Private room,50,2
28181830,Ein Hauch Luxus...! Wohnen mit Wellness möglich...,212852826,Mitte,Private room,22,1
28181978,Unterkunft in Neukölln,12917268,Neukölln,Private room,65,3
28182613,Familienhaus im Bergmannkiez,6444753,Friedrichshain-Kreuzberg,Entire home/apt,165,5
28183756,Smart room for short term stay III,164989570,Pankow,Private room,50,30
28184523,"Cozy, quiet room + balcony",212873823,Tempelhof - Schöneberg,Private room,30,1
28184726,Berlin 32m² Privatzimmer,11340767,Lichtenberg,Private room,30,2
28184787,Neukölln 2 Zimmer Wohnung,185062089,Neukölln,Entire home/apt,60,2
28185037,Berlin Apartment - Cozy & Bright with nature near,74683372,Mitte,Private room,18,1
28190620,Hipster Loft in trendy Kiez + gym&roof terrace I,29952763,Mitte,Private room,60,1
28191086,"Ruhig, freundliches Zimmer im grünen Süden Berlins",204099573,Tempelhof - Schöneberg,Private room,50,1
28191482,!!!Cozy Studio flat for rent in Heart of Berlin!!!,30163078,Charlottenburg-Wilm.,Private room,149,3
28193095,Neukölln bright contemporary space,7322766,Neukölln,Private room,34,1
28193245,Cozy room in Gesundbrunnen,212940312,Mitte,Private room,25,2
28193347,Hipster Loft in trendy Kiez + gym&roof terrace II,29952763,Mitte,Entire home/apt,99,2
28194113,Berlin-Mitte im Potsdamerstraße-Kiez,212946182,Mitte,Private room,58,2
28194277,Silence and Peace in Friedrichshain,9741397,Friedrichshain-Kreuzberg,Entire home/apt,60,4
28196452,Gemütlich wohnen in Berlin,108043102,Neukölln,Entire home/apt,60,2
28196657,Berlin Single Studio Appartement,101959548,Lichtenberg,Private room,24,1
28200861,Schönes Zimmer im grünen Friedenau.,212998860,Tempelhof - Schöneberg,Private room,35,2
28201379,Hotel Holtzsteyn!,3025096,Mitte,Private room,58,1
28201974,Middle of Berlin City | Big Flat 50qm | near Metro,213007359,Mitte,Entire home/apt,64,2
28202369,Quite place in nice green location ❤,140564891,Steglitz - Zehlendorf,Private room,20,2
28212199,Brand new luxury apartment near Potsdamer Platz,5168784,Friedrichshain-Kreuzberg,Entire home/apt,100,4
28212326,"Kleines, ruhiges Zimmer in Kreuzberg",42758408,Friedrichshain-Kreuzberg,Private room,16,3
28214752,schöne helle Berliner Wohnung für 4 Gäste,48856119,Mitte,Entire home/apt,130,2
28214927,Wohnung in Neukölln,76794713,Neukölln,Private room,80,1
28215045,Gemütliches Zimmer mit privatem Bad und Flipper!,39581675,Marzahn - Hellersdorf,Private room,60,2
28215447,Stylish Cozy Flat in Central and Vibrate area.,8101992,Pankow,Entire home/apt,135,2
28216549,My little sweet home in Berlin :),180849306,Mitte,Private room,35,1
28217369,"Ruhig und gemütlich in Steglitz, Berlin",88929430,Steglitz - Zehlendorf,Private room,38,2
28217631,"Cozy Apartment at 
Ideal Location",108585765,Friedrichshain-Kreuzberg,Entire home/apt,80,60
28217638,Helles Zimmer mit eigenem Bad,212376681,Tempelhof - Schöneberg,Private room,40,2
28218033,Beautiful and spacious room in 2 bedroom apartment,5472105,Friedrichshain-Kreuzberg,Private room,26,60
28218047,High Standard Room in Central Apartment,74785544,Neukölln,Private room,60,1
28218084,Privatzimmer in toller Wohnung in Lichterfelde,78571663,Steglitz - Zehlendorf,Private room,42,1
28218374,Ideal for Messe/Olympiastadion/Waldbühne visitors,49840372,Charlottenburg-Wilm.,Private room,49,5
28218434,Central and spacious fully equipped Room,5472105,Friedrichshain-Kreuzberg,Private room,25,60
28218608,--- Very Central and spacious 2 bedroom apartment,5472105,Friedrichshain-Kreuzberg,Entire home/apt,60,60
28220477,Maisonette Wohnung im Herzen von Berlin!Schöneberg,24457619,Tempelhof - Schöneberg,Entire home/apt,70,3
28221176,Bright spacious room in a cozy apartment on Kudamm,194311015,Charlottenburg-Wilm.,Private room,40,1
28222133,JNW Berlin Apartment,213169487,Charlottenburg-Wilm.,Entire home/apt,40,1
28222623,"Large, double-room, shared apartment, Wedding",58893392,Mitte,Private room,18,1
28222980,2 Zimmerwohung in Südosten zu vermieten,23851163,Lichtenberg,Entire home/apt,40,90
28223772,Duplex in the heart of Central Park,55538702,Mitte,Entire home/apt,230,180
28224107,Room in 4-person flatshare in heart of Berlin,21459774,Mitte,Private room,40,2
28224653,Viktoria Park Penthouse Near Hip Bergmannkiez,12910300,Friedrichshain-Kreuzberg,Entire home/apt,135,2
28225288,Quaint 1-Bedroom Apt. (48m²) // Wedding (U8),213197083,Mitte,Private room,20,1
28236718,Idyllisches Gartenhaus in Berlin,19380748,Spandau,Entire home/apt,70,3
28237023,Ruhiges Dachgeschoss - und doch mittendrin!,213278089,Tempelhof - Schöneberg,Entire home/apt,140,4
28237424,Chez JoJo & Co. 2P,75774649,Pankow,Private room,50,1
28237819,"Prenzlauer Berg. Hip, ruhig und zentral, Nähe Alex",68780076,Pankow,Private room,52,1
28238338,Ideal for Messe/Waldbühne/Olympiastadion visitors,49840372,Charlottenburg-Wilm.,Private room,49,5
28238467,Sonniges Altbauzimmer in Charlottenburg,32408628,Charlottenburg-Wilm.,Private room,35,2
28238753,Moderne 2-Zimmer-Wohnung im Herzen von Kreuzberg,28532237,Friedrichshain-Kreuzberg,Entire home/apt,80,3
28241993,Beautiful Skyview Penthouse Potsdamer Platz,156046558,Mitte,Entire home/apt,250,2
28242106,Bright and spacious one-room-apartment,213315112,Mitte,Entire home/apt,30,4
28242858,Ruhiges Berlin Zuhause,101573493,Neukölln,Private room,29,4
28242924,big space with art & desing interior,213320573,Friedrichshain-Kreuzberg,Entire home/apt,60,4
28242979,cozy Room in Charlottenburg near Park and Castle,149214480,Charlottenburg-Wilm.,Private room,55,2
28248485,Apartment 6 am Görlitzer Park - Kreuzberg,190957759,Friedrichshain-Kreuzberg,Entire home/apt,155,1
28249744,Apartment 8 direkt am Görlitzer Park  *Kreuzberg*,190957759,Friedrichshain-Kreuzberg,Entire home/apt,155,1
28250668,Family-Friendly Berlin Apartment,2506633,Pankow,Entire home/apt,100,5
28251164,"Cozy Apt. ""Berlin Altbau"" Style - Queen Sized Bed",200858741,Mitte,Private room,31,3
28251819,Chez JoJo & Co. Daybed 1P,75774649,Pankow,Shared room,35,1
28251938,Beautiful Rooms in Berlin-Neukölln,163690943,Neukölln,Private room,30,6
28252271,Room in central Berlin (West): Nollendorfplatz,312427,Tempelhof - Schöneberg,Private room,30,2
28252450,Chez JoJo & Co Beau Altbau Entire Apt,75774649,Pankow,Entire home/apt,95,4
28253510,20m2 cozy Room im Apartment - Steglitz,49659520,Steglitz - Zehlendorf,Private room,20,1
28253900,Doppelzimmer Koje,213377999,Lichtenberg,Private room,45,3
28255568,Design studio flat | modern | cozy | central,100918828,Friedrichshain-Kreuzberg,Entire home/apt,100,4
28260999,Berlin - Schönes Zimmer im Haus eines Künstlers,189745886,Spandau,Private room,35,1
28267388,In the city center of Berlin with whirlpool,112075037,Charlottenburg-Wilm.,Private room,100,7
28267806,Ruhiges Zuhause Im Prenzlauer Berg,8969486,Pankow,Private room,55,2
28269961,Apartment Close Berlin Mitte,211904514,Mitte,Entire home/apt,69,2
28270613,Apartment Close Berlin Mitte Alexander Platz,211904514,Mitte,Entire home/apt,69,2
28271356,Berlin Wohnung am Spree in Charlottenburg,175070436,Charlottenburg-Wilm.,Private room,160,30
28273719,Spacious and Bright in the heart of Berlin,213530180,Pankow,Entire home/apt,45,1
28280370,"zwei helle ruhige Zimmer, auch einzeln",213577665,Spandau,Private room,24,2
28280391,BERLIN ENTSPANNT ERLEBEN!,147540927,Treptow - Köpenick,Shared room,20,2
28284389,Luxury Apartment AAA Location HIGH END FURNITURED,92645586,Tempelhof - Schöneberg,Private room,250,1
28290141,Large private apartment ideal for couples,105361251,Neukölln,Entire home/apt,45,10
28292490,"Berlin, nähe Schloßstr.,U9 & Bus M48/M85 nur 5 min",200751795,Steglitz - Zehlendorf,Entire home/apt,55,11
28297973,Berlin Apartment,3544271,Charlottenburg-Wilm.,Entire home/apt,89,5
28299065,Cute room for rent in Berlin central,213706717,Mitte,Entire home/apt,30,5
28299765,Serviced Apartment  - Studio in Prenzlauer Berg,148054076,Pankow,Entire home/apt,52,7
